	x
t__SGB14807	0.445630942424392
t__SGB14951	0.125380989903402
t__SGB6353	0.183703034892619
t__SGB15120	0.301322804015772
t__SGB4584	0.0357343074432415
t__SGB4046	0.0146720568805746
t__SGB13983	0.956276708139409
t__SGB3996	4.49305555090363e-05
t__SGB14921	0.279615321740679
t__SGB54300	0.370148744590809
t__SGB4080	0.0474439968231404
t__SGB4606	0.919397484558377
t__SGB53814	0.0899635688760188
t__SGB15164	0.655702068872213
t__SGB4763	0.000404580747333176
t__SGB4703	0.0140362675970719
t__SGB72838	0.204131705751416
t__SGB14043	0.989209073656442
t__SGB4753	0.574251234933707
t__SGB8599	0.0532406425029553
t__SGB4031	9.23799672341441e-06
t__SGB3961	0.116569686517397
t__SGB8625	0.643921491411541
t__SGB4987	2.27816290463292e-05
t__SGB15273	0.00016355531128469
t__SGB15211	0.0832819877986689
t__SGB62935	0.254686613043581
t__SGB15131	0.000817536844380355
t__SGB14838	7.66573095139471e-06
t__SGB4862	0.0397599803876357
t__SGB33550	0.452995190857657
t__SGB4613	0.0892972558826953
t__SGB63353	0.36417633826464
t__SGB4632	0.0298692446956174
t__SGB4531	0.0157225849130675
t__SGB71883	0.399017585786299
t__SGB63101	0.572058684741088
t__SGB15459	0.456755664679848
t__SGB14139	0.0122298677839175
t__SGB14797	0.346626646909764
t__SGB14837	0.00349345038597669
t__SGB14868	0.00102095277628219
t__SGB7142	0.576787078366633
t__SGB48013	0.312521575962712
t__SGB4677	0.0470275597973298
t__SGB7168	0.488807474852127
t__SGB48548	0.671868139556198
t__SGB29433	0.0787483773990676
t__SGB985	0.98146423568644
t__SGB72336	0.36129887614477
t__SGB25547	0.854269952212846
t__SGB79883	0.000433829558331516
t__SGB59559	0.203106907163474
t__SGB17169	0.639911207422603
t__SGB14995	0.708150846312999
t__SGB19429	0.648807336002611
t__SGB4116	0.0690925793132073
t__SGB15451	0.327096820984694
t__SGB14143	0.000554297320859137
t__SGB71394	0.705860990891521
t__SGB14348	0.760337876906301
t__SGB15892	0.574009437628089
t__SGB79822	0.00018046036011852
t__SGB29340	0.013877831979292
t__SGB2302	0.00190882858091165
t__SGB4742	1.44653055480955e-13
t__SGB72833	0.1443457244863
t__SGB26761	0.34714967736388
t__SGB53518	0.415917021029481
t__SGB14839	0.848735093263473
t__SGB3931	0.137051677012946
t__SGB7020	0.44952807003046
t__SGB7264	0.93831625075413
t__SGB6271	0.149430878596305
t__SGB6293	0.51848820050871
t__SGB1822	0.36515820453385
t__SGB6362	0.128731126216946
t__SGB6499	0.465194760918629
t__SGB8021	0.572312092035882
t__SGB5058	0.365683801554362
t__SGB4655	0.00679816785291962
t__SGB6543	0.842647884047193
t__SGB1883	0.000382160927136488
t__SGB9345	0.912520151355252
t__SGB5744	0.0645146356491151
t__SGB6273	0.356451316221921
t__SGB2071	0.0598821620623223
t__SGB5184	0.0780048748062059
t__SGB6601	0.951032477645865
t__SGB14904	0.366593402807025
t__SGB1477	0.000240264494033123
t__SGB4339	0.499495572728413
t__SGB1585	0.572711806488247
t__SGB5060	0.788480655236573
t__SGB15260	0.0064962638289965
t__SGB49163	0.216627069263803
t__SGB47358	0.110990948688775
t__SGB14832	0.365787616077251
t__SGB1891	0.0352834087174691
t__SGB5862	0.056112977499174
t__SGB35190	0.82096314546483
t__SGB4588	0.00243434627170236
t__SGB1829	2.02456611786979e-05
t__SGB1408	0.222275551629897
t__SGB42794	0.358653316418031
t__SGB4053	0.228110022822006
t__SGB4419	0.436592800138724
t__SGB15372	0.142260074450099
t__SGB1930	0.965117114011885
t__SGB15447	0.102214745206708
t__SGB1423	3.38611429326227e-10
t__SGB9274	0.0796119293803381
t__SGB14114	0.00734999253044507
t__SGB3580	0.909488241405576
t__SGB5736	0.668524197360582
t__SGB6816	0.824298762755448
t__SGB4333	0.380398574490469
t__SGB15497	0.648726551095112
t__SGB8767	0.00964784990173869
t__SGB1931	0.114443125387143
t__SGB10064	0.0256933061195958
t__SGB15111	0.863260175769258
t__SGB4587	0.267845742920412
t__SGB4966	0.00345610238355143
t__SGB6346	0.1855094063035
t__SGB4260	0.0181881448342544
t__SGB5068	0.94885098369232
t__SGB2107	0.201163902385403
t__SGB1472	0.000159010332967357
t__SGB6445	0.314729725899488
t__SGB5072	0.042583666177848
t__SGB4930	0.019933309597645
t__SGB4448	0.145129939469695
t__SGB4788	0.0441583921044199
t__SGB4553_group	0.449404635244569
t__SGB4664	1.38952590354484e-06
t__SGB1846	0.316880126063493
t__SGB14341	0.538506007079143
t__SGB15090	0.174457149739747
t__SGB4958	0.659630461043611
t__SGB14990	0.819796165797808
t__SGB6606	0.957774307637021
t__SGB10130	0.704246857422556
t__SGB27808	0.749765061327012
t__SGB69197	0.703078637701826
t__SGB4746	0.587986889264143
t__SGB4434	0.163653565670362
t__SGB14822	0.977246124733753
t__SGB5785	0.56027985384917
t__SGB1948	0.744801867550593
t__SGB9258	0.323229214894791
t__SGB2133	0.884020337986361
t__SGB14922	0.00019898714236343
t__SGB1778	4.72168986938239e-06
t__SGB47419	0.519193789017802
t__SGB9271	0.887702870000443
t__SGB15395	3.28648202586187e-05
t__SGB15121	0.785370914398535
t__SGB14027	0.221101824785213
t__SGB14941	0.822233607135764
t__SGB14048	0.784728905351584
t__SGB4960	2.85769142426401e-05
t__SGB6428	0.684168416681046
t__SGB63370	0.835702060460773
t__SGB14328	0.238879079192687
t__SGB15278	0.000136486672553036
t__SGB14932	0.000198952357760062
t__SGB15202	0.0608485162943384
t__SGB53446	0.109116452292253
t__SGB4725	4.17179804492674e-06
t__SGB14037	0.266476340584083
t__SGB15045	0.000286734049665675
t__SGB23477	0.000249872710591324
t__SGB59576	0.0882833223012521
t__SGB4159	0.996020157018399
t__SGB3993	0.0167119041484551
t__SGB29328	0.519042932261973
t__SGB14952	1.85512822915094e-05
t__SGB98319	0.193987812901247
t__SGB4992	0.134225320323627
t__SGB29435	0.0139255886920954
t__SGB15203	0.0349030208412077
t__SGB58519	0.0018475867376785
t__SGB15139	0.931210365708776
t__SGB54318	0.161673516921941
t__SGB14033	0.0141365201963047
t__SGB4438	0.496760489076798
t__SGB14307	0.00655040390035946
t__SGB5290	0.000858612491148073
t__SGB4594	0.0452806259115197
t__SGB9280	0.428907780599935
t__SGB2076	0.00214558371866794
t__SGB4335	0.123507930626933
t__SGB6533	0.0402627584906923
t__SGB6077	0.768625828597083
t__SGB4181	0.242630261478165
t__SGB10207	0.646091564030094
t__SGB6313	0.368752921216694
t__SGB7967	0.0958563160554905
t__SGB15103	0.342771109233808
t__SGB15087	0.0979885895790452
t__SGB1782	0.252505440787234
t__SGB42321	0.928332027868007
t__SGB1959	0.684254568474772
t__SGB14198	0.0599070507373534
t__SGB6177	0.000413500845952566
t__SGB6187	0.31861039607586
t__SGB59334	0.112243147352534
t__SGB7952	0.403461383198118
t__SGB1946	0.0455639246004486
t__SGB49089	0.422068265934064
t__SGB72339	0.816994063937291
t__SGB9632	0.0197394966692569
t__SGB7928	0.888067200644071
t__SGB6846	0.778426636478761
t__SGB7929	0.422851973012949
t__SGB14960	3.02730964317662e-05
t__SGB8130	0.00841862086313577
t__SGB15384	0.485764970874612
t__SGB14842	0.0251196045064166
t__SGB7932	0.562953791077238
t__SGB9450	0.264213268675326
t__SGB5989_group	1.94052537263854e-15
t__SGB15159	0.0293082850572889
t__SGB5266_group	0.856605991943006
t__SGB29375	0.107848229446577
t__SGB10086	0.692868319340454
t__SGB9656	0.245882325672497
t__SGB15149	0.0631254613015894
t__SGB14972	0.0052418722408816
t__SGB4471	0.2892060696191
t__SGB5273	0.68388953938129
t__SGB25240	0.379841993246026
t__SGB8091	0.242185190512565
t__SGB15275	0.107876266679583
t__SGB14071	0.421285410944638
t__SGB6571	0.00959786708288404
t__SGB6484	0.850916659418764
t__SGB6525	0.803713582616638
t__SGB6509	0.857235634818864
t__SGB1910	0.0920345028048698
t__SGB5820	0.671168457808628
t__SGB13947	0.0404050184443012
t__SGB6462	0.823949759072324
t__SGB2184	0.450443959715302
t__SGB4197	0.996000725068447
t__SGB6510	0.570354287190992
t__SGB2068	0.366593402807025
t__SGB14291	0.104704086133346
t__SGB6358	0.000172268051862193
t__SGB8768	0.409615864992205
t__SGB4364	0.480051820196046
t__SGB6456	0.634815440414953
t__SGB6289	0.463348660113632
t__SGB1888	0.543447621038526
t__SGB6524	0.969027806072312
t__SGB14232	0.0334439832386679
t__SGB14295	0.236288719968936
t__SGB6317	0.0827521624026477
t__SGB4123	0.0265497396824403
t__SGB5743	0.893622931989355
t__SGB14151	0.030591010091675
t__SGB6290	0.482573089515452
t__SGB2279	0.116873847577352
t__SGB5722	0.422851973012949
t__SGB1967	0.910200762021511
t__SGB6747	0.452719426634777
t__SGB4638	0.304453205974758
t__SGB15212	0.587364282059686
t__SGB14323	0.846920673724634
t__SGB15408	0.248657653206228
t__SGB2087	0.587908032376688
t__SGB4329	0.0297676804938763
t__SGB15108	0.195709568109618
t__SGB6249	0.912639884486759
t__SGB5040	0.406224161384425
t__SGB14136	0.497959512047393
t__SGB1430	0.667674333637208
t__SGB8778	0.840528373256026
t__SGB15403	0.00181349053583531
t__SGB4141	0.877290144098035
t__SGB1960	0.886554540180156
t__SGB15065	0.166366549075958
t__SGB14215	0.018136740146131
t__SGB2219	0.774581022501346
t__SGB9212	0.367955071291902
t__SGB29097	0.885937716586629
t__SGB14975	0.862549312869143
t__SGB2155	0.360761287948416
t__SGB14205	0.566415943921497
t__SGB29307	0.721850166854784
t__SGB1684	0.366593402807025
t__SGB6487	0.995868025357552
t__SGB6422	0.00168573511218379
t__SGB6302	0.999270824846521
t__SGB4151	0.669071124286228
t__SGB35555	0.366593402807025
t__SGB4953	0.174593513531551
t__SGB7124	0.177272780941344
t__SGB6452	0.346190382571933
t__SGB4153	0.0326293289176843
t__SGB7991	0.0677016234751171
t__SGB15409	0.179376598155137
t__SGB4905	0.162245962469001
t__SGB4598	0.0907703842497078
t__SGB7088_group	0.81698241647494
t__SGB5857	0.485474043793959
t__SGB4628	0.000675047173776009
t__SGB15302	0.841587985153253
t__SGB14754	0.143046846493237
t__SGB4617	0.729397260764137
t__SGB14737	0.00495335400003321
t__SGB13825	0.963184608768934
t__SGB14936	0.0155388636703422
t__SGB14844	0.0344154157368219
t__SGB14794	0.392754409931957
t__SGB63326	0.00176888476686745
t__SGB4877	0.305353462499893
t__SGB14759	0.977260944345084
t__SGB4029	0.000329501333191423
t__SGB63163	0.000301655610709119
t__SGB14752	0.268323177357066
t__SGB63305	0.611109104613796
t__SGB4800	0.771721357619516
t__SGB15210	0.0583305897187843
t__SGB2311	0.982773383229595
t__SGB14898	0.0748062303734964
t__SGB59836	0.00309148652678723
t__SGB66170	9.48095541048745e-05
t__SGB5742	0.133607942386864
t__SGB5181	0.0331164921656791
t__SGB4626	0.0966823362255207
t__SGB59817	0.000415267335501571
t__SGB15878	0.187082267379617
t__SGB14125	0.00632579735371656
t__SGB4546	0.711997576444473
t__SGB1024	0.085016948742475
t__SGB1697	0.0628258997359396
t__SGB14002	0.685403858918967
t__SGB5071	0.0094916596925526
t__SGB9257	0.724389344224849
t__EUK4932	0.881612094103408
t__SGB4447	0.400049216018641
t__SGB8154	0.664624187445392
t__SGB7164	0.479500500649296
t__SGB4673	0.889814135500333
t__SGB6383	0.82340423324367
t__SGB7259	0.137741138391069
t__SGB2135	0.352932690625402
t__SGB5967	0.408760450829006
t__SGB4041	0.964098220830504
t__SGB4798	0.720653262837427
t__SGB6767	0.239433908908699
t__SGB4574	0.520126360426304
t__SGB4035	0.426484864437743
t__SGB14895	0.404994652733736
t__SGB4786	0.0252436956489288
t__SGB66069	0.0150680743687749
t__SGB4728	0.80001267520277
t__SGB4729	0.338425868472458
t__SGB4030	0.00272511319483814
t__SGB12106	0.00166894903951063
t__SGB4688	0.145136791251744
t__SGB53821	0.0221829908975198
t__SGB14036	0.323244027118799
t__SGB4166	0.0878180339633823
t__SGB4614	1.88797463619846e-05
t__SGB4529	0.475083707630665
t__SGB7248	0.992213441999491
t__SGB59869	0.655807984899136
t__SGB7295	2.24215005307146e-45
t__SGB63345	0.050221117606232
t__SGB105839	0.683861640055909
t__SGB17157	0.839966666701793
t__SGB8249	3.92267335110697e-09
t__SGB14810	0.168849263378277
t__SGB8239_group	0.54376940302001
t__SGB6826	1.00117978157726e-23
t__SGB14862	0.518529661049633
t__SGB6772	0.750368551999005
t__SGB4616	0.178900876188385
t__SGB1912	0.0883034145731164
t__SGB4420	0.284836573461829
t__SGB1916	0.842647884047193
t__SGB14333	0.498725782579833
t__SGB4657	0.524111622575785
t__SGB4803	0.961287240907192
t__SGB4421	0.945703033285253
t__SGB7249	0.257212676677307
t__SGB6330	0.6839129332549
t__SGB4027	0.4827151855127
t__SGB4825	0.711570915482462
t__SGB15257	0.576077865517649
t__SGB17127	0.0103742173677807
t__SGB7217	0.820177095235155
t__SGB4720	0.0845241435973178
t__SGB59548	0.0735824735490534
t__SGB4810	0.000253720317789
t__SGB2299	0.389299923893547
t__SGB15086	0.336872786016041
t__SGB17034	0.168872053263899
t__SGB4580	0.635890558943705
t__SGB6188	0.0108714627129797
t__SGB4078	0.448651423999119
t__SGB15201	7.56920380436706e-08
t__SGB63169	0.0244653007584051
t__SGB59819	0.0836986218329812
t__SGB4949	0.713597819100339
t__SGB15213	0.465239582859352
t__SGB14315	0.0544762096232639
t__SGB4165	0.338982447110598
t__SGB7265	0.000683335004293636
t__SGB63341	0.0601994948191676
t__SGB1593	0.972209678907987
t__SGB1424	0.49795662352007
t__SGB15156	0.00746578467788057
t__SGB4623	0.106030987153873
t__SGB14360	0.00396537221524888
t__SGB14149	0.244198744287255
t__SGB4687	0.332755198936573
t__SGB14367	0.00136269212046024
t__SGB17153	0.629374023920932
t__SGB14148	0.0554694800041369
t__SGB5193	0.470038083173997
t__SGB5822	0.370624969256244
t__SGB14778	0.899401157678441
t__SGB15076	0.00975976532810609
t__SGB7038	0.0193305463094838
t__SGB7995	0.807138301816492
t__SGB7082	0.0387497837465161
t__SGB7097	0.998298592361137
t__SGB33546	0.452794066690814
t__SGB14221	0.528028515033161
t__SGB17154	0.0131269247538163
t__SGB66168	0.000342354940620173
t__SGB63346	0.0751396312630035
t__SGB4314	0.501037043831384
t__SGB7093	0.893622931989355
t__SGB72480	0.518672800170143
t__SGB6962	0.000489613930044402
t__SGB17291	0.819887710465039
t__SGB63343	0.0405575842751097
t__SGB3578	0.514137664194007
t__SGB4622	0.440254226861363
t__SGB8094	0.0616056861252132
t__SGB72479	0.327159065778497
t__SGB6771	0.0386336377688624
t__SGB14386	0.796987642205264
t__SGB7098	0.192061067561639
t__SGB14911	0.478632261318167
t__SGB63333	0.916782650289821
t__SGB3920	1.35051825546555e-05
t__SGB47116	0.093669935040699
t__SGB4624	0.474225364166496
t__SGB96076	0.0204558170562463
t__SGB10112	0.957435860151643
t__SGB59855	0.0786012844381846
t__SGB14387	0.64399418345568
t__SGB15130	0.687914078676443
t__SGB6627	0.00134568124221482
t__SGB8005	0.146807053034975
t__SGB19822	0.382629906098219
t__SGB17147	0.000935595053838305
t__SGB15877	0.853791901458913
t__SGB8067	0.045791519529864
t__SGB14770	0.756989113773689
t__SGB7285_group	0.881427473761122
t__SGB962	0.75297533531669
t__SGB97158	0.581498981923444
t__SGB17130_group	0.151488446696738
t__SGB63167	5.52816441528812e-07
t__SGB14846	0.0156901874745858
t__SGB15207	0.00894355108645778
t__SGB4602	0.726776396104372
t__SGB6007	3.24058792407827e-36
t__SGB7252	0.888067200644071
t__SGB15235	0.0496199075679496
t__SGB7281	0.768795571460367
t__SGB1592	0.341155730893269
t__SGB14874	0.000721217835697573
t__SGB3937	0.755347159797055
t__SGB1897	0.526395436536202
t__SGB47381	0.637477148518654
t__SGB4672	0.829314156538295
t__SGB4572	0.519271105973169
t__SGB4630	0.00721051553039501
t__SGB1933	0.501037043831384
t__SGB9333	0.164182085177879
t__SGB1917	0.803713582616638
t__SGB4747	0.348200033780181
t__SGB14863	0.0311291963194312
t__SGB4865	0.704157365766179
t__SGB47518	0.888564376018148
t__SGB15150	0.000556619593350487
t__SGB4619	0.976177081307999
t__SGB14808	0.129485024832743
t__SGB8620	0.633808735983952
t__SGB17137_group	0.0492149990219322
t__SGB14962	5.29904120371121e-07
t__SGB5099	0.109047861966203
t__SGB6250	0.269348541242776
t__SGB6384	0.226532810813193
t__SGB8630	0.694357239658076
t__SGB4184	0.06969239079844
t__SGB65105	0.186599515523077
t__SGB6184	0.724389344224849
t__SGB9344	0.561748102014348
t__SGB4424	0.28561169605204
t__SGB14953	0.0339554345394557
t__SGB14004	0.160815327744527
t__SGB1848	0.904340611293027
t__SGB3677	0.196904428821726
t__SGB6039	0.0809752072615151
t__SGB3683	0.0488088851050431
t__SGB14741	0.180844850797341
t__SGB5904	0.12610080880409
t__SGB3992	0.0521602402499967
t__SGB101613	0.969027806072312
t__SGB15904	0.275695866543317
t__SGB1831	0.349864871128483
t__SGB1699	4.11143874565568e-07
t__SGB4833	0.886714788891965
t__SGB29095	0.412593517504882
t__SGB1796	0.814868056603278
t__SGB9290	0.323929602503314
t__SGB14330	0.213763133714303
t__SGB9657	0.725951962614007
t__SGB4158	0.260652401856272
t__SGB6334	0.0069743837293317
t__SGB15398	0.280223577307489
t__SGB4890	0.000879878289599022
t__SGB2082	0.0879457712334811
t__SGB5809	0.0437869735394081
t__SGB14764_group	0.698348611297002
t__SGB1429	0.913599222061763
t__SGB2275	0.0143226841123427
t__SGB7129	0.131339711413292
t__SGB6176	0.342647095319036
t__SGB6274	0.163533547849616
t__SGB14342	0.0394288698774836
t__SGB6286	0.236937532293274
t__SGB4671	9.2829332566825e-05
t__SGB8634	0.738956115790376
t__SGB4036	0.299895650457664
t__SGB4784	0.258514825325408
t__SGB71368	0.174730132867636
t__SGB71360	0.0120225637909694
t__SGB6641	0.000470933399088418
t__SGB15011	0.00540759896407728
t__SGB4757	0.00388339809303764
t__SGB4744	0.668205607213841
t__SGB4006	0.189307258951513
t__SGB7280	0.287972146296712
t__SGB15209	0.00632338228021846
t__SGB72735	0.0104353009100395
t__SGB14167	0.201163902385403
t__SGB14259	0.0899227670825637
t__SGB4776	0.00373145182013558
t__SGB4718	0.372131675309695
t__SGB14805	0.622888497494266
t__SGB29301	0.000103558130143886
t__SGB82545	0.0120365017170391
t__SGB79833	0.21212304584476
t__SGB4937	0.635890558943705
t__SGB6262	0.232258105912415
t__SGB2173	0.493605042480067
t__SGB47402	0.810063972286339
t__SGB9275	0.537916912710198
t__SGB1957	0.83325403940508
t__SGB7951	0.345772948488818
t__SGB15075	0.0475348434699249
t__SGB6837	0.359646708641314
t__SGB15074	0.77869033823541
t__SGB14740	0.686912967563937
t__SGB6403	0.565946613612369
t__SGB14049	0.423636648439688
t__SGB14222	0.747114079908023
t__SGB54320	0.68991794110196
t__SGB14229	0.0631740520712577
t__SGB9202	0.0118467745083385
t__SGB14042	0.470709174213321
t__SGB6564	0.0189431637421829
t__SGB15013	0.57446359673068
t__SGB53794	0.243941143839693
t__SGB14218	0.962888626153562
t__SGB6472	0.740702810022352
t__SGB13984	0.660910747378827
t__SGB14020	0.520649965813693
t__SGB14847	0.975095992816424
t__SGB15493	0.458699185840426
t__SGB6382	0.0454663561887661
t__SGB14332	0.918456983035896
t__SGB5803_group	0.476693454501821
t__SGB9631	0.109868239771028
t__SGB6935	0.052040296775139
t__SGB1894	0.110506776166167
t__SGB4206	0.11724574316963
t__SGB5182	0.206409255596182
t__SGB14987	0.783556501047617
t__SGB12107	0.201163902385403
t__SGB4194	0.469695222184041
t__SGB15161	0.316286663538409
t__SGB6746	0.48836408274581
t__SGB4133	0.673810513358494
t__SGB15138	0.66627869324833
t__SGB8057	0.3183967965647
t__SGB33553	0.779729193117944
t__SGB15070	0.77339221733056
t__SGB14223	0.638043097426993
t__SGB82511	0.422148169225498
t__SGB105802	0.964151794458632
t__SGB7202	0.171968809543008
t__SGB15125	0.000737185822907093
t__SGB15463	0.0001673058656398
t__SGB6152	0.68655387780093
t__SGB4866	0.361602590799321
t__SGB3970	0.000515639232483454
t__SGB1557	0.0247603030226389
t__SGB5731	1.31665335304647e-05
t__SGB15158	0.622731808656296
t__SGB9392	0.321410150166065
t__SGB7045	0.180588783368123
t__SGB7106	0.648672800755292
t__SGB47433	0.381513239241251
t__SGB7196	0.973865090222219
t__SGB6938	0.551468579723843
t__SGB7101	0.117917844722651
t__SGB7475	0.269348541242776
t__SGB9224	0.0912960579254524
t__SGB4311	0.886554540180156
t__SGB5684	0.31767863255001
t__SGB14301	0.0123177548483488
t__SGB14871	0.0300776244569903
t__SGB15507	0.0396365395830603
t__SGB6298	0.749066226300125
t__SGB6410	0.668372585441368
t__SGB10083	0.0998900956334626
t__SGB6183	0.893844555068514
t__SGB66070	0.055363254770627
t__SGB14308	0.159504364120891
t__SGB28999	0.0367454753979092
t__SGB6144	0.157989107423434
t__SGB7494	0.269348541242776
t__SGB1942	0.0250020438657024
t__SGB63307	0.871250877250279
t__SGB66067	0.336386260048807
t__SGB61016	0.0231299482992474
t__SGB6531	0.804570171578117
t__SGB65079	0.000120623746602015
t__SGB3990	0.068669002907614
t__SGB14296	0.512119473609146
t__SGB1878	0.519095489664547
t__SGB66207	0.839469050222749
t__SGB4973	0.0132999129586503
t__SGB6146	0.422068265934064
t__SGB4026	0.00133920128343121
t__SGB6497	0.515326557746049
t__SGB8592	0.422068265934064
t__SGB63311	0.0196480883404356
t__SGB13952	0.227053594893417
t__SGB29299	0.256072408864747
t__SGB4605	0.776050928291438
t__SGB14099	0.0155142826779021
t__SGB3978	4.35951672295739e-08
t__SGB15400	0.108359229001032
t__SGB15304	0.519306833759774
t__SGB6532	0.227575232100855
t__SGB63357	0.117917844722651
t__SGB15165	0.158392780953377
t__SGB15137	0.0200898462712824
t__SGB4625	0.228097722873758
t__SGB59711	0.171857667551202
t__SGB82504	0.348761308582776
t__SGB49305_group	0.499197686968627
t__SGB5183	0.00629641935834516
t__SGB2073	0.674921840347521
t__SGB4599	0.055363254770627
t__SGB5191	0.00259564376743199
t__SGB4583	0.607383080815451
t__SGB6538	0.188742982371705
t__SGB61600	0.00610435979549827
t__SGB14965	8.48808349346994e-05
t__SGB64163	0.888067200644071
t__SGB6145	0.911826751066852
t__SGB59892	0.27404616521239
t__SGB6031	3.64885253296534e-06
t__SGB1705	0.517364810208029
t__SGB5842	8.84257654501978e-41
t__SGB9292	0.0351087618446366
t__SGB15313	0.448044055164758
t__SGB15095	0.062581156856037
t__SGB1437	0.987447688124123
t__SGB1638	0.139591631730966
t__SGB16986	0.904776792627303
t__SGB4892	0.0302336338048897
t__SGB4042	0.519761782789875
t__SGB6033	0.048028570064017
t__SGB105947	0.0315540900760006
t__SGB6791	0.00660666150962855
t__SGB4760	0.00134279951749691
t__SGB4785	0.629245830723181
t__SGB4519	0.497188096161338
t__SGB14985_group	0.336437964171177
t__SGB15077	0.00574017609681118
t__SGB14996	0.354278348339569
t__SGB8236	0.0542097704925936
t__SGB82499	0.35736166915187
t__SGB4615	0.683022038560323
t__SGB74335	0.00110792759446015
t__SGB6461	0.363623124736558
t__SGB5063	0.033592351355321
t__SGB60876	0.103228318744929
t__SGB1827	0.0165012558893399
t__SGB15000	0.0777088539968232
t__SGB8640	0.520581402545911
t__SGB5116	0.168592022183014
t__SGB1845	0.255635108763279
t__SGB14242	0.0867032095466426
t__SGB14270	0.117917844722651
t__SGB10459	0.0103742173677807
t__SGB2287	0.162199072344655
t__SGB8769	0.34072036199031
t__SGB6350	0.913181512547313
t__SGB73859	0.188046781205269
t__SGB15048	0.0372925555556959
t__SGB13964	0.117917844722651
t__SGB14851	0.00165845198949123
t__SGB15242	0.251368488496583
t__SGB1791	0.0238578960108469
t__SGB15134	0.156941153555782
t__SGB15142	0.263804312750013
t__SGB15471	0.669303532010185
t__SGB17525	0.000133625214572364
t__SGB1982	4.41877177830718e-05
t__SGB5856	0.168033005715898
t__SGB14779	0.0252479832578305
t__SGB15305	0.0672032603030432
t__SGB41058	0.488229799242236
t__SGB14014	0.521640202250665
t__SGB4437	0.850685725623143
t__SGB1991	2.01708453232323e-13
t__SGB29380	0.0598807275447138
t__SGB14329	0.668372585441368
t__SGB25437	0.987263284928305
t__SGB15494	0.238548484063211
t__SGB7931	0.0566592259878732
t__SGB77276	0.105368655818112
t__SGB14857	0.929412666528958
t__SGB14803	0.695078700229685
t__SGB25538	0.211695567070752
